date,Distrito Federal,Guanajuato,Jalisco,Morelos,Puebla,Queretaro,Nacional
2020-02-26,0,0,0,0,0,0,0
2020-02-27,2,0,0,0,0,0,4
2020-02-28,0,0,0,0,0,0,2
2020-02-29,0,0,0,0,0,0,2
2020-03-01,0,1,0,0,0,0,2
2020-03-02,0,3,0,0,0,0,5
2020-03-03,1,3,0,0,0,0,9
2020-03-04,3,3,0,0,0,0,10
2020-03-05,5,4,0,0,0,0,11
2020-03-06,1,4,0,0,0,0,6
2020-03-07,2,4,0,0,0,0,7
2020-03-08,3,2,0,0,0,0,8
2020-03-09,2,1,0,1,0,0,5
2020-03-10,3,1,0,0,0,2,17
2020-03-11,16,4,1,0,1,1,39
2020-03-12,23,0,3,0,2,1,41
2020-03-13,26,1,3,0,4,3,66
2020-03-14,23,0,5,1,3,1,52
2020-03-15,10,2,2,0,3,0,37
2020-03-16,28,2,12,0,4,0,77
2020-03-17,35,6,6,1,5,1,104
2020-03-18,31,12,17,1,6,2,116
2020-03-19,64,1,11,0,7,3,151
2020-03-20,36,5,5,1,5,0,132
2020-03-21,22,12,1,1,4,1,85
2020-03-22,16,4,3,0,2,0,70
2020-03-23,46,7,9,2,8,3,168
2020-03-24,62,1,8,3,16,5,220
2020-03-25,46,4,7,0,6,2,185
2020-03-26,71,9,7,2,16,1,224
2020-03-27,63,7,7,1,11,4,262
2020-03-28,62,4,2,3,14,2,191
2020-03-29,39,1,2,1,6,1,166
2020-03-30,82,5,8,3,18,1,345
2020-03-31,58,7,7,1,27,4,311
2020-04-01,70,1,3,3,20,4,382
2020-04-02,85,2,8,9,23,1,347
2020-04-03,99,5,10,1,15,4,392
2020-04-04,64,3,2,4,11,1,250
2020-04-05,59,4,2,3,11,0,259
2020-04-06,141,11,4,9,27,4,631
2020-04-07,144,6,6,7,14,5,515
2020-04-08,140,9,9,11,26,3,581
2020-04-09,150,2,5,8,17,3,483
2020-04-10,174,3,8,5,8,2,572
2020-04-11,127,7,5,2,15,3,464
2020-04-12,125,2,5,4,6,1,479
2020-04-13,293,3,10,9,25,9,953
2020-04-14,267,4,4,14,18,8,936
2020-04-15,256,13,11,11,29,3,985
2020-04-16,269,14,11,9,22,8,996
2020-04-17,354,30,14,13,31,7,1145
2020-04-18,213,12,7,9,24,3,815
2020-04-19,215,10,5,18,20,2,794
2020-04-20,506,15,11,34,32,5,1521
2020-04-21,485,10,17,22,24,2,1471
2020-04-22,466,13,25,35,27,7,1423
2020-04-23,418,9,20,31,32,9,1506
2020-04-24,571,13,32,37,45,11,1734
2020-04-25,312,11,10,15,44,1,1164
2020-04-26,283,8,9,35,25,2,1117
2020-04-27,550,25,23,51,37,3,1942
2020-04-28,619,18,14,32,46,10,1961
2020-04-29,655,14,22,52,52,12,1948
2020-04-30,609,16,26,43,49,6,1884
2020-05-01,408,14,15,36,43,8,1555
2020-05-02,381,10,29,29,43,12,1493
2020-05-03,350,12,16,50,39,5,1377
2020-05-04,792,33,31,60,48,10,2642
2020-05-05,648,23,23,54,37,11,2234
2020-05-06,741,31,24,58,52,9,2389
2020-05-07,782,37,51,50,67,15,2531
2020-05-08,855,44,24,52,57,26,2530
2020-05-09,451,27,28,30,52,26,1657
2020-05-10,419,23,22,37,38,19,1552
2020-05-11,879,44,52,73,79,47,3118
2020-05-12,881,53,40,60,75,34,3070
2020-05-13,925,41,30,64,93,29,3230
2020-05-14,851,52,56,48,109,41,3217
2020-05-15,1012,36,68,57,109,49,3694
2020-05-16,640,34,20,29,80,28,2270
2020-05-17,416,21,32,27,69,17,1739
2020-05-18,1134,54,60,55,132,46,4181
2020-05-19,1079,69,79,59,131,62,3710
2020-05-20,1095,58,64,55,121,42,4052
2020-05-21,1017,65,65,59,150,38,4103
2020-05-22,971,57,76,72,176,39,4132
2020-05-23,524,53,45,34,150,22,2416
2020-05-24,399,20,37,24,84,12,2002
2020-05-25,1092,120,99,81,173,53,4788
2020-05-26,954,97,132,82,162,39,4423
2020-05-27,1021,107,148,52,188,36,4566
2020-05-28,864,142,132,62,164,30,4310
2020-05-29,980,146,163,52,159,38,4468
2020-05-30,571,99,132,27,121,28,2822
2020-05-31,448,70,87,32,65,21,2199
2020-06-01,1118,184,238,67,201,39,5453
2020-06-02,948,175,195,56,178,50,4837
2020-06-03,1016,181,203,60,201,46,5073
2020-06-04,951,224,182,53,215,46,5013
2020-06-05,985,172,223,59,214,36,5159
2020-06-06,558,129,106,27,128,30,3149
2020-06-07,413,83,82,23,100,29,2468
2020-06-08,1057,198,269,89,312,54,6291
2020-06-09,1017,234,254,55,248,45,5873
2020-06-10,974,192,260,53,252,38,5826
2020-06-11,900,211,233,60,302,32,5471
2020-06-12,936,216,199,60,325,42,5744
2020-06-13,427,128,128,40,189,36,3231
2020-06-14,360,85,109,31,150,23,2702
2020-06-15,945,348,240,66,443,59,6690
2020-06-16,1008,316,221,60,417,43,6476
2020-06-17,975,334,224,50,425,44,6180
2020-06-18,956,326,235,42,522,41,6146
2020-06-19,899,379,203,63,430,28,6162
2020-06-20,469,197,153,25,222,34,3736
2020-06-21,298,116,109,18,173,19,2610
2020-06-22,904,399,246,36,500,50,7014
2020-06-23,901,410,237,46,420,41,6617
2020-06-24,837,397,203,61,374,42,6369
2020-06-25,855,306,184,33,475,39,6342
2020-06-26,939,377,233,38,377,42,6618
2020-06-27,384,208,155,16,207,23,3779
2020-06-28,343,123,120,19,144,25,3065
2020-06-29,983,411,206,54,369,62,7563
2020-06-30,942,427,238,35,367,55,7229
2020-07-01,1028,417,218,42,354,49,7696
2020-07-02,888,427,226,42,292,63,7100
2020-07-03,953,431,226,37,286,33,7121
2020-07-04,395,226,149,15,194,26,3760
2020-07-05,253,139,106,12,143,36,3103
2020-07-06,1009,486,251,45,344,54,7883
2020-07-07,964,523,254,40,361,76,7927
2020-07-08,963,507,225,31,360,61,7453
2020-07-09,760,518,213,39,363,67,7059
2020-07-10,885,458,246,45,335,59,7221
2020-07-11,425,192,155,17,193,50,3927
2020-07-12,272,172,128,22,175,32,3278
2020-07-13,1083,575,307,56,444,85,8927
2020-07-14,938,564,320,43,439,60,8463
2020-07-15,1234,627,276,40,433,94,8864
2020-07-16,1150,559,274,44,414,73,8266
2020-07-17,1196,447,278,43,412,81,8050
2020-07-18,673,236,182,16,208,47,4453
2020-07-19,277,156,116,18,181,33,3501
2020-07-20,1167,502,336,51,497,81,9133
2020-07-21,1174,657,313,41,378,75,8660
2020-07-22,1218,566,278,39,389,76,8304
2020-07-23,1128,537,229,44,374,70,8097
2020-07-24,1081,513,223,37,349,58,8029
2020-07-25,568,233,132,21,247,47,4211
2020-07-26,272,187,137,22,125,40,3070
2020-07-27,1074,608,335,58,451,84,8527
2020-07-28,1084,642,245,51,345,86,8202
2020-07-29,1097,489,243,49,348,83,7674
2020-07-30,1067,548,228,57,360,78,7576
2020-07-31,951,439,202,51,259,79,6739
2020-08-01,554,171,147,21,152,49,3834
2020-08-02,274,151,113,18,110,33,2563
2020-08-03,880,539,269,44,317,96,7537
2020-08-04,1045,454,244,54,299,91,7393
2020-08-05,1033,383,279,33,308,73,7179
2020-08-06,928,364,251,50,331,105,6678
2020-08-07,1006,434,249,48,268,85,6630
2020-08-08,481,186,128,15,177,43,3682
2020-08-09,203,113,122,21,104,36,2442
2020-08-10,905,439,271,58,297,122,7271
2020-08-11,1049,446,238,57,294,92,6881
2020-08-12,1042,438,240,46,266,96,6501
2020-08-13,1019,454,242,48,249,70,6456
2020-08-14,1051,397,209,46,233,103,6219
2020-08-15,485,170,122,22,135,64,3255
2020-08-16,198,110,117,11,86,52,2340
2020-08-17,1020,368,312,57,256,100,6903
2020-08-18,1201,364,258,52,229,85,6732
2020-08-19,1145,443,228,32,215,121,6299
2020-08-20,985,425,237,52,192,93,6031
2020-08-21,1099,480,206,27,194,91,6307
2020-08-22,520,161,126,18,141,53,3163
2020-08-23,291,152,111,8,81,30,2356
2020-08-24,1104,517,272,52,266,136,7099
2020-08-25,1096,423,264,48,223,136,6697
2020-08-26,1465,472,285,43,213,140,7037
2020-08-27,1280,441,244,43,200,115,6541
2020-08-28,1307,435,245,41,206,106,6337
2020-08-29,748,207,91,17,88,84,3167
2020-08-30,265,157,117,9,99,61,2245
2020-08-31,1074,570,329,56,206,144,7044
2020-09-01,1456,472,254,34,194,161,7155
2020-09-02,1501,383,274,31,179,109,6921
2020-09-03,1382,401,273,32,176,111,6300
2020-09-04,1260,424,225,32,167,123,6041
2020-09-05,674,124,101,18,112,57,2906
2020-09-06,265,141,110,6,71,45,2098
2020-09-07,1009,416,343,35,178,112,6428
2020-09-08,1397,455,295,37,156,112,6629
2020-09-09,1342,391,278,34,177,107,6065
2020-09-10,1240,425,239,39,173,67,5707
2020-09-11,1215,409,226,21,126,91,5506
2020-09-12,750,132,95,6,73,36,2815
2020-09-13,243,121,126,13,51,42,1918
2020-09-14,1006,499,328,43,181,105,6273
2020-09-15,799,261,187,27,121,72,4372
2020-09-16,239,155,118,12,75,32,2251
2020-09-17,1309,309,331,39,174,86,6416
2020-09-18,1180,302,251,26,138,75,5614
2020-09-19,666,110,120,12,82,57,2822
2020-09-20,273,85,104,15,56,44,1865
2020-09-21,1000,291,339,42,183,118,6323
2020-09-22,1272,277,342,36,173,108,6177
2020-09-23,1234,208,307,29,126,117,5834
2020-09-24,1186,260,300,24,122,95,5408
2020-09-25,1171,219,295,32,148,89,5287
2020-09-26,766,83,94,10,83,51,2671
2020-09-27,318,76,104,2,65,40,1840
2020-09-28,1147,321,301,32,157,124,6304
2020-09-29,1243,246,358,41,98,111,5964
2020-09-30,1231,280,306,24,111,116,5558
2020-10-01,1192,274,255,48,128,128,5293
2020-10-02,1069,304,234,31,147,110,5006
2020-10-03,560,59,115,13,48,59,2458
2020-10-04,241,62,84,11,55,45,1769
2020-10-05,1047,207,270,65,147,123,5934
2020-10-06,1233,213,274,48,126,113,5956
2020-10-07,1247,269,300,45,137,118,5775
2020-10-08,1202,274,228,45,106,131,5513
2020-10-09,1210,278,243,25,127,162,5666
2020-10-10,557,92,96,21,71,82,3041
2020-10-11,311,86,120,15,45,75,2218
2020-10-12,1257,313,320,54,171,200,6827
2020-10-13,1382,301,303,37,126,208,7135
2020-10-14,1230,282,314,49,138,192,6476
2020-10-15,1350,294,283,30,158,220,6466
2020-10-16,1528,309,269,45,144,204,6615
2020-10-17,680,109,142,14,79,112,3354
2020-10-18,338,105,123,12,56,91,2369
2020-10-19,1876,391,404,31,190,295,8233
2020-10-20,1993,452,348,39,157,233,8394
2020-10-21,1753,428,324,39,143,179,7420
2020-10-22,1784,384,275,35,147,226,7296
2020-10-23,1894,409,232,34,173,200,7235
2020-10-24,789,159,124,18,96,142,3503
2020-10-25,330,125,100,8,70,108,2474
2020-10-26,1990,546,369,43,166,269,8411
2020-10-27,1928,569,299,41,152,236,7949
2020-10-28,1953,440,308,24,145,210,7185
2020-10-29,1708,423,272,25,169,217,6873
2020-10-30,1545,401,240,20,149,196,6284
2020-10-31,703,141,157,13,73,164,3019
2020-11-01,313,137,95,12,46,106,2172
2020-11-02,673,255,290,43,115,267,5171
2020-11-03,2171,486,324,46,180,250,8087
2020-11-04,2006,477,284,34,145,281,7637
2020-11-05,1966,500,276,42,141,299,7557
2020-11-06,1775,476,268,38,159,283,7098
2020-11-07,832,190,95,20,92,174,3545
2020-11-08,358,179,92,13,50,200,2652
2020-11-09,2420,551,333,59,187,297,8974
2020-11-10,2343,602,312,70,158,329,8939
2020-11-11,2144,602,321,50,202,365,8358
2020-11-12,2033,567,282,41,197,322,8151
2020-11-13,2033,588,296,45,162,265,7581
2020-11-14,935,290,133,17,109,185,3908
2020-11-15,442,146,112,16,73,225,2641
2020-11-16,459,244,184,13,81,134,3313
2020-11-17,2521,770,357,56,241,328,9625
2020-11-18,2174,684,379,52,186,348,8719
2020-11-19,2004,727,340,50,220,296,8215
2020-11-20,2158,744,281,38,166,364,8395
2020-11-21,1245,300,155,21,113,211,4220
2020-11-22,472,187,133,6,71,202,2785
2020-11-23,2878,838,448,70,217,490,10361
2020-11-24,2998,940,357,57,228,439,10287
2020-11-25,2768,809,413,55,215,389,9586
2020-11-26,2849,870,385,58,210,432,9600
2020-11-27,3117,845,332,35,233,377,9618
2020-11-28,1669,351,199,29,160,244,4896
2020-11-29,608,244,121,31,73,229,3013
2020-11-30,3781,792,399,79,242,415,10934
2020-12-01,4083,952,421,89,270,406,11633
2020-12-02,4402,837,432,65,284,449,11466
2020-12-03,4460,813,378,70,262,416,11219
2020-12-04,4654,713,319,42,249,352,10915
2020-12-05,2812,265,150,28,174,263,5998
2020-12-06,787,204,134,20,84,228,3178
2020-12-07,5355,871,397,68,284,394,13110
2020-12-08,5094,918,357,98,241,407,13007
2020-12-09,5081,862,381,85,318,385,12502
2020-12-10,5314,931,351,95,267,443,12756
2020-12-11,5173,687,364,67,292,519,12499
2020-12-12,2925,351,234,30,189,218,6902
2020-12-13,715,212,143,22,106,214,3422
2020-12-14,5455,993,447,86,314,471,14381
2020-12-15,5492,879,372,86,325,385,14046
2020-12-16,5220,750,438,74,385,442,13331
2020-12-17,5200,692,408,78,306,407,12800
2020-12-18,5631,634,333,85,324,332,12551
2020-12-19,2982,307,155,40,220,174,6616
2020-12-20,823,293,189,40,166,161,3799
2020-12-21,5581,817,500,109,436,434,14476
2020-12-22,5426,833,399,121,394,333,13887
2020-12-23,5243,647,353,121,351,481,12823
2020-12-24,4534,436,333,76,343,305,10480
2020-12-25,615,156,167,31,114,174,2735
2020-12-26,1970,303,240,61,237,192,5933
2020-12-27,1053,292,253,69,198,213,4397
2020-12-28,6136,899,577,180,488,545,16224
2020-12-29,6219,887,552,202,459,517,16099
2020-12-30,5657,831,507,243,484,418,14728
2020-12-31,4926,601,374,170,350,347,12083
2021-01-01,715,187,203,54,177,205,3413
2021-01-02,1897,306,319,217,341,236,6948
2021-01-03,1145,304,290,224,236,241,5274
2021-01-04,6835,884,709,235,567,652,18556
2021-01-05,6754,1069,753,243,598,479,18821
2021-01-06,6679,1085,857,286,659,628,18409
2021-01-07,6818,958,770,303,572,666,18766
2021-01-08,6738,989,923,323,681,608,18601
2021-01-09,3943,425,384,261,478,289,9842
2021-01-10,1353,386,354,76,346,237,5663
2021-01-11,7464,1263,1092,374,694,694,21044
2021-01-12,6933,1227,841,307,732,660,19503
2021-01-13,6878,1168,882,255,611,635,18651
2021-01-14,6636,1221,702,418,631,665,18371
2021-01-15,6337,1174,753,382,585,518,17514
2021-01-16,3748,441,336,300,443,317,9441
2021-01-17,1145,315,313,62,264,262,5329
2021-01-18,6656,1125,860,387,697,822,19675
2021-01-19,6468,1101,759,423,646,674,19046
2021-01-20,5774,1026,755,547,534,657,17478
2021-01-21,5567,1009,694,450,574,661,16925
2021-01-22,5592,848,604,466,566,634,16480
2021-01-23,3111,437,306,467,390,282,8803
2021-01-24,1090,292,293,52,269,199,4749
2021-01-25,5867,993,772,712,582,637,18196
2021-01-26,5888,952,647,591,571,636,17063
2021-01-27,5078,735,616,490,518,558,14919
2021-01-28,4679,848,529,486,443,533,14026
2021-01-29,4291,780,462,396,431,382,12367
2021-01-30,2410,344,205,440,331,226,6812
2021-01-31,805,300,177,38,218,201,3709
2021-02-01,1162,368,258,44,245,180,4722
2021-02-02,4520,826,442,520,443,432,13447
2021-02-03,3950,759,477,435,427,448,11873
2021-02-04,3685,740,349,447,371,415,10835
2021-02-05,3549,776,303,426,361,367,10200
2021-02-06,1936,354,147,269,253,212,5345
2021-02-07,548,272,131,44,152,133,2762
2021-02-08,4000,760,350,416,450,386,11671
2021-02-09,3125,652,316,181,322,366,9323
2021-02-10,3000,511,304,238,303,290,8532
2021-02-11,2683,448,302,105,350,280,7836
2021-02-12,2955,459,278,79,309,265,7723
2021-02-13,1730,181,90,56,167,142,4001
2021-02-14,518,154,95,33,159,115,2172
2021-02-15,2995,484,341,242,370,354,8342
2021-02-16,2831,426,247,287,301,308,7802
2021-02-17,2504,408,244,186,259,316,7038
2021-02-18,2438,452,244,105,283,320,6982
2021-02-19,2444,426,210,207,270,305,6799
2021-02-20,1375,155,75,34,183,187,3433
2021-02-21,495,115,77,34,148,119,2050
2021-02-22,3099,505,283,215,331,354,8649
2021-02-23,2761,351,270,191,344,398,7520
2021-02-24,2461,322,258,210,262,315,6878
2021-02-25,2438,368,226,204,301,345,6788
2021-02-26,2573,355,194,216,295,289,6886
2021-02-27,1540,170,66,57,203,161,3509
2021-02-28,541,111,78,56,147,150,2116
2021-03-01,3016,392,268,353,358,436,8675
2021-03-02,2647,306,185,158,257,297,6955
2021-03-03,2503,264,199,109,278,318,6589
2021-03-04,2353,243,168,229,280,308,6334
2021-03-05,2232,278,151,144,230,296,6014
2021-03-06,1278,122,53,61,163,122,3066
2021-03-07,506,81,64,74,117,124,2001
2021-03-08,2483,287,178,293,297,334,7093
2021-03-09,2126,208,156,246,260,286,5976
2021-03-10,1786,231,128,221,218,332,5529
2021-03-11,1887,247,127,170,236,273,5373
2021-03-12,1914,225,119,204,261,233,5267
2021-03-13,1055,122,53,46,170,137,2671
2021-03-14,458,58,39,40,105,111,1562
2021-03-15,553,114,54,71,138,122,2151
2021-03-16,2407,326,186,166,267,283,6785
2021-03-17,1965,223,120,128,213,235,5314
2021-03-18,1848,212,124,126,235,199,5042
2021-03-19,1626,199,131,127,209,210,4777
2021-03-20,963,81,50,51,144,110,2441
2021-03-21,362,67,42,33,125,94,1559
2021-03-22,1991,305,150,156,243,249,5947
2021-03-23,1851,220,106,107,205,223,5223
2021-03-24,1552,199,101,104,187,177,4670
2021-03-25,1539,243,111,80,174,198,4623
2021-03-26,1404,219,88,94,182,152,4201
2021-03-27,921,61,50,40,123,79,2263
2021-03-28,341,83,45,32,92,53,1328
2021-03-29,1671,233,135,121,214,186,5317
2021-03-30,1565,120,102,121,190,110,4462
2021-03-31,1425,105,96,66,144,179,4046
2021-04-01,602,85,50,36,128,105,2096
2021-04-02,458,67,52,51,99,66,1706
2021-04-03,341,79,54,25,98,78,1617
2021-04-04,295,64,59,24,98,73,1434
2021-04-05,1641,190,133,112,205,241,5561
2021-04-06,1430,130,149,90,159,217,4658
2021-04-07,1385,146,107,94,166,176,4425
2021-04-08,1281,109,114,95,173,161,4253
2021-04-09,1302,108,117,59,166,138,4063
2021-04-10,829,54,62,31,104,84,2231
2021-04-11,242,41,48,24,77,49,1210
2021-04-12,1455,172,128,143,185,166,5099
2021-04-13,1299,112,97,61,150,144,4257
2021-04-14,1191,100,99,94,146,105,3853
2021-04-15,1205,83,91,72,147,117,3783
2021-04-16,1008,56,88,103,115,111,3334
2021-04-17,613,28,39,25,85,44,1690
2021-04-18,224,25,36,24,65,45,1101
2021-04-19,1209,115,116,125,144,143,4350
2021-04-20,1089,84,103,108,123,138,3667
2021-04-21,1092,97,85,84,132,138,3639
2021-04-22,912,87,76,112,114,101,3287
2021-04-23,876,81,80,107,104,110,3191
2021-04-24,576,49,36,24,67,51,1748
2021-04-25,184,35,30,26,56,44,1072
2021-04-26,1015,135,120,138,127,131,3996
2021-04-27,981,88,83,147,100,93,3460
2021-04-28,895,80,87,117,98,94,3184
2021-04-29,801,67,74,108,88,72,2981
2021-04-30,758,47,54,132,102,83,2701
2021-05-01,227,25,20,18,43,13,1002
2021-05-02,191,29,24,21,40,21,956
2021-05-03,812,67,100,114,129,129,3440
2021-05-04,626,52,75,116,97,89,2905
2021-05-05,682,47,90,75,79,54,2591
2021-05-06,606,90,86,97,75,61,2779
2021-05-07,623,52,55,99,42,47,2502
2021-05-08,384,19,32,14,54,19,1280
2021-05-09,91,27,30,16,35,21,782
2021-05-10,362,30,41,48,37,37,1731
2021-05-11,693,54,94,77,66,77,3199
2021-05-12,620,50,63,72,56,48,2635
2021-05-13,511,52,51,58,62,40,2374
2021-05-14,613,44,49,54,60,58,2481
2021-05-15,309,32,21,8,33,12,1212
2021-05-16,117,13,17,9,20,7,773
2021-05-17,615,68,71,45,63,40,2894
2021-05-18,613,39,55,25,72,32,2581
2021-05-19,532,61,65,28,51,33,2489
2021-05-20,562,37,35,27,53,25,2413
2021-05-21,594,29,52,24,42,32,2388
2021-05-22,301,34,19,4,35,18,1150
2021-05-23,120,18,25,8,19,11,799
2021-05-24,638,47,73,32,48,35,2956
2021-05-25,673,30,67,25,58,42,2717
2021-05-26,665,36,44,32,41,38,2634
2021-05-27,552,37,60,16,46,41,2558
2021-05-28,645,18,42,27,40,19,2499
2021-05-29,285,11,14,5,30,9,1139
2021-05-30,114,10,23,10,18,7,932
2021-05-31,639,43,66,20,44,34,3080
2021-06-01,678,29,47,21,37,21,2808
2021-06-02,687,41,67,8,47,15,2812
2021-06-03,610,41,69,15,31,24,2655
2021-06-04,637,27,46,17,44,21,2767
2021-06-05,316,18,13,6,21,5,1350
2021-06-06,110,12,27,7,15,7,843
2021-06-07,843,30,63,11,36,29,3683
2021-06-08,894,50,46,11,44,29,3589
2021-06-09,896,42,42,11,32,9,3389
2021-06-10,794,38,49,11,24,17,3308
2021-06-11,798,33,51,14,42,13,3289
2021-06-12,452,18,29,6,25,4,1710
2021-06-13,150,16,18,5,22,8,1095
2021-06-14,959,49,74,19,32,22,4217
2021-06-15,965,27,43,22,28,22,3877
2021-06-16,1007,39,35,13,41,21,3937
2021-06-17,1061,22,48,12,38,19,3970
2021-06-18,1093,29,69,11,31,16,3973
2021-06-19,617,7,18,1,23,12,2064
2021-06-20,218,6,38,5,19,10,1272
2021-06-21,1339,45,90,24,42,16,5314
2021-06-22,1498,44,75,7,43,29,5178
2021-06-23,1536,45,88,7,36,31,5344
2021-06-24,1621,35,90,12,43,17,5343
2021-06-25,1542,20,113,8,38,26,5223
2021-06-26,1000,8,45,9,29,20,2749
2021-06-27,404,7,40,5,21,11,1708
2021-06-28,1996,75,160,17,48,34,6966
2021-06-29,1940,55,142,24,40,28,6439
2021-06-30,1951,44,142,19,39,61,6263
2021-07-01,2236,62,165,26,63,63,6527
2021-07-02,2330,65,129,11,47,60,6771
2021-07-03,1385,37,71,7,31,16,3466
2021-07-04,548,24,79,8,29,26,2268
2021-07-05,3059,94,316,32,95,115,9301
2021-07-06,3186,151,351,27,61,108,9318
2021-07-07,3526,164,362,51,89,107,10106
2021-07-08,3559,114,373,63,122,115,10118
2021-07-09,3470,145,423,97,126,93,10529
2021-07-10,2105,83,146,11,87,24,5323
2021-07-11,957,76,176,21,61,46,3529
2021-07-12,4422,224,646,129,144,158,13965
2021-07-13,4739,291,682,85,139,161,14070
2021-07-14,4685,229,708,83,173,178,13947
2021-07-15,4178,227,756,98,154,187,13581
